Name,Category,Glass,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Directions,isAlcoholic,Video
Zorro,Coffee / Tea,Coffee Mug,"('Sambuca', '2 cl ')","('Baileys irish cream', '2 cl ')","('White Creme de Menthe', '2 cl ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",add all and pour black coffee and add whipped cream on top.,True,
Zinger,Soft Drink / Soda,Highball glass,"('Peachtree schnapps', '4 shots ')","('Surge', '4 shots ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,True,
Zoksel,Soft Drink / Soda,Beer pilsner,"('Beer', None)","('Root beer', None)","('Lemonade', None)","('Coca-Cola', ' slice\n')","('7-Up', None)","('Creme de Cassis', None)","('Lemon', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",True,
Zombie,Cocktail,Hurricane glass,"('Rum', '1 1/2 oz')","('Gold rum', '1 1/2 oz')","('151 proof rum', '1 oz')","('Pernod', '1 tsp')","('Grenadine', '1 tsp')","('Lime Juice', '1 tsp')","('Angostura Bitters', '1 drop')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",True,
Zambeer,Soft Drink / Soda,Collins Glass,"('Sambuca', '1 1/2 oz ')","('Root beer', 'Add 10 oz ')","('Ice', ' cubes\n')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix sambuca with rootbeer and stir. Add ice,True,
Zorbatini,Cocktail,Cocktail glass,"('Vodka', '1 1/4 oz Stoli ')","('Ouzo', '1/4 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Prepare like a Martini. Garnish with a green olive.,True,
Zenmeister,Ordinary Drink,Collins Glass,"('Jägermeister', '1/2 oz ')","('Root beer', '1/2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix together and enjoy,True,
Zipperhead,Shot,Whiskey sour glass,"('Chambord raspberry liqueur', '1 shot ')","('Vodka', '1 shot ')","('Soda water', 'Fill with ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",True,
Zima Blaster,Ordinary Drink,Hurricane glass,"('Zima', '12 oz ')","('Chambord raspberry liqueur', '3 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",True,
Zizi Coin-coin,Punch / Party Drink,Margarita/Coupette glass,"('Cointreau', '5 cl ')","('Lemon juice', '2 cl ')","('Ice', ' cubes\n')","('Lemon', ' or lime\n')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",True,
Zippy's Revenge,Cocktail,Old-fashioned glass,"('Amaretto', '2 oz ')","('Rum', '2 oz ')","('Kool-Aid', '4 oz Grape ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,True,
Zimadori Zinger,Punch / Party Drink,Collins glass,"('Midori melon liqueur', '1.5 oz ')","('Zima', '12 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,True,
Ziemes Martini Apfelsaft,Ordinary Drink,Collins Glass,"('Vermouth', '4 cl ')","('Apple juice', '16 cl ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Serve without ice. At least the juice shold have room temperature.,True,
