SupplierCaseGTIN,EcommUniqueId,Gtin12,Upc11,LaunchDate,ItemNumber,BeverageSegment,Brand,SubBrand,DigitalCatalogProductName,WineVarietal,WineVintage,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,ProductDescShort,ProductDescLong,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,ProductBullet06,ProductBullet07,ProductBullet08,ProductBullet09,ProductBullet10,ProductBullet11,ProductBullet12,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays,LegalSocialResponsibility,LegalMandatoryStatement,Video_snackable,Image_package_front,Image_package_right,Image_package_left,Image_bottle_standard,Image_label_front,Image_label_back,Image_can_standard,Image_box_front,Image_box_right,Image_box_left,Nutrition_StandardServingSize,Nutrition_StandardServingSizeUOM,Nutrition_Calories,Nutrition_Carbs,Nutrition_CarbsUOM,Nutrition_Fat,Nutrition_FatUOM,Nutrition_Protein,Nutrition_ProteinUOM,Nutrition_Sodium,Nutrition_SodiumUOM,Nutrition_Ingredients
00033544000113,00033544000113,033544000113,03354400011,2019-01-18T12:00:00Z,80079069,Beer,Modelo Negra,,"Modelo Negra Mexican Amber Lager Beer, 24 pk 12 fl oz Bottles, 5.4% ABV",,,12,oz,24,Pack,Bottles,"Modelo Negra Mexican Beer is a lager beer with German roots, offering a rich taste with a light finish. Enjoy this cerveza on its own or to brings out the flavors of Mexican dishes.","Modelo Negra Mexican Beer, the original Modelo, is a Munich Dunkel-style dark lager with rich flavor and a remarkably smooth taste. Made with galena and super galena hops, slow-roasted dark malt and non-malted cereals, this Mexican lager style beer is brewed longer than other import beer to enhance its flavors. This process results in a medium-bodied lager beer with 173 calories per serving, low hop bitterness and a surprisingly light finish that goes beyond expectations. Enjoy this easy-drinking beer on its own, or pair its deep cerveza flavor with Mexican dishes, grilled meats, sausages with roasted vegetables, washed-ring Munster cheese, candied ginger beer cake, shellfish or Asian food. Brewed since 1925, Modelo Negra is the beer that fights to defy expectations. Drink responsibly. Modelo Negra Beer. Imported by Crown Imports, Chicago, IL",24 pack of 12 fl oz bottles of Modelo Negra Mexican Beer,"Brewed in Mexico, this Munich Dunkel-style dark beer is flavorful without being heavy",,,"This imported beer offers a rich, toasted dark malt flavor with a remarkably smooth taste",,,Enjoy this dark lager on its own or share it with friends on your next night out,"Bold flavor pairs well with Mexican dishes, grilled meats and vegetables or Asian food",Contains 173 calories and 5.4% alcohol by volume,,"Brewed since 1925, Modelo Negra is the beer that fights to defy expectations","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,12.2,17.32,7.87,Inches,30.64,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Modelo Negra®  Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--htrWBfzX--/gy027lchvdpbtgxu4lxz.png,http://images.salsify.com/image/upload/s--f_Iv-Mtl--/f79ihqtk4hknzsgohiyp.png,,http://images.salsify.com/image/upload/s--uAq5FgPd--/knvwqw6svbtv9wxeh4yw.png,,,,,,,12,fl oz,173,15.8,g,0,g,1.5,g,15,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00858674005667,00858674005667,858674005667,85867400566,2014-01-01T12:00:00Z,80076924,Beer,Funky Buddha Pineapple Beach,,"Funky Buddha Pineapple Beach Blonde Ale Craft Beer, 6 pk 12 fl oz Cans, 5.0% ABV",,,12,oz,6,Pack,Cans,"Funky Buddha Pineapple Beach is a tropical and refreshing blonde ale with waves of juicy pineapple. A dose of floral, American hops and crisp pilsner malt make it ideal for any sun-soaked day. 5% ABV.","Founded in 2010, Funky Buddha is committed to producing bold craft beers that marry culinary-inspired ingredients with time-honored techniques. Our mantra is big, bold flavors made exactingly with natural ingredients. Funky Buddha Pineapple Beach is a tropical and refreshing blonde ale kissed with gnarly waves of juicy pineapple. A dose of floral, American hops and crisp pilsner malt makes this beer ideal for any sun-soaked day. Pair this craft beer with grilled shrimp skewers, Neapolitan style pizza, balsamic glazed salmon, beef wellington, or peach cobbler a la mode. 20/100 IBUs (International Bitterness Units), 5% alcohol by volume. Pour into a shaker pint or tulip and serve at 40 degrees F.",,Blonde ale kissed with gnarly waves of juicy pineapple,,,,"20/100 IBUs (International Bitterness Units), 5.0% ABV",,,Pour into a shaker pint or tulip and serve at 40 degrees F,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Florida,United States,7.78,5.13,4.84,Inches,5.12,Pounds,Chilled: 33 to 38 degrees,Shelf Life,120,Please drink responsibly.,"Pineapple Beach Blonde Ale.  Funky Buddha Brewery, Oakland Park, FL",,http://images.salsify.com/image/upload/s--uwxXV-tY--/notrpexgdxfkbjrcktxn.png,http://images.salsify.com/image/upload/s--LqCfwjoZ--/vftpnubv6eis4hijzwjc.png,,,,,http://images.salsify.com/image/upload/s--ja4w0wmf--/d112p47vtpsari63navg.png,,,,,,190,15,g,0,g,3,g,20,mg,
00033544950685,00033544950678,033544950678,03354495067,2018-03-26T12:00:00Z,80066184,Beer,Corona Refresca,Guava Lime,"Corona Refresca Guava Lime Mexican Spiked Refresher, 6 pk 12 fl oz Cans, 4.5% ABV",,,12,oz,6,Pack,Cans,Corona Refresca Guava Lime Flavored Mexican Malt Beverage delivers refreshing and vibrant natural guava and lime flavors. Enjoy this malt drink with seafood or barbecue dishes on a hot day.,"Corona Refresca Guava Lime Flavored Mexican Malt Beverage is a premium spiked refresher that delivers the taste of the tropics from Mexico to you with vibrant and refreshing natural fruit flavors. At 199 calories per canned drink, this malt beverage is infused with delicious guava and lime flavors. Made with malt grains and brewed with minimal fermentation, this tropical drink brings a crisp finish that tastes best on a hot day. Enjoy this bright flavored malt beverage at your next backyard barbecue or share its convenient slim cans with friends during happy hour. Bring the tropics to you with Corona Refresca. Relax Responsibly. Corona Refresca Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.",6 pack of 12 fl oz cans of Corona Refresca Guava Lime Flavored Mexican Malt Beverage,Flavored malt beverage that delivers the taste of the tropics from Mexico to you,,,Features delicious and natural guava and lime flavors,Malt drink with a crisp finish that tastes best on a hot day,Made with malt grains that are minimally fermented and infused with natural fruit flavors,Share this sweet drink with friends at a happy hour or your next backyard barbecue,"This guava and lime drink is a great companion to seafood, citrus or barbecue dishes",Contains 199 calories and 4.5% alcohol by volume,,Bring the tropics to you with Corona Refresca.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,4.5,7.0,6.25,Inches,5.15,Pounds,Chilled: 33 to 38 degrees,Shelf Life,270,Relax Responsibly.,"Corona Refresca™ Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.",,http://images.salsify.com/image/upload/s--nwhxkd05--/u0nhbpyowkmfram0a9as.png,http://images.salsify.com/image/upload/s--sJSvQ79j--/cm23igb3aovhxpn8ywlx.png,,,,,http://images.salsify.com/image/upload/s--gzmKD9mw--/nigd4bzrj8ppelbkf1ll.png,,,,12,fl oz,185,24.5,g,0,g,0.2,g,,,"Malt Beverage, Natural Fruit Flavors and Certified Colors"
00672438300023,00672438300023,672438300023,67243830002,2016-05-01T12:00:00Z,80058908,Beer,Ballast Point,,"Ballast Point Variety Pack Craft Beer, 24 pk 12 fl oz Bottles, 7.1% ABV",,,12,oz,24,Pack,Bottles,"Ballast Point IPA Mix Pack contains our gold-medal winning Sculpin IPA, Manta Ray Double IPA, Fathom IPA, and Grapefruit Sculpin. Craft beer brewed in San Diego, California since 1996.","What started as a small group of home brewers, who simply wanted to make a better beer, evolved into the adventurers known today as Ballast Point. Ballast Point IPA Mix Pack contains our gold-medal winning Sculpin IPA, an instant favorite from our R&D Program Manta Ray Double IPA, Fathom IPA, and Grapefruit Sculpin. Our Sculpin IPA has hints of apricot, peach, mango and lemon flavors with a slight sling, just like a Sculpin fish. Our Manta Ray Double IPA features fresh, citrusy tangerine, melon and pine aromas with a smooth finish. Our Fathom IPA features a touch of malt on the surface with an ocean of zesty orange and piney hops below. Grapefruit Sculpin is the latest take on Ballast Point's signature IPA, featuring the tart freshness of grapefruit, which perfectly complements the IPA's citrusy hop character. Craft beer brewed in San Diego, California since 1996. Best served chilled.","Variety pack that includes Sculpin, Grapefruit Sculpin, Fathom, and Manta Ray",,,"Sculpin IPA has hints of apricot, peach, mango and lemon flavors with a slight sling, just like a Sculpin fish","Grapefruit Sculpin features the tart freshness of grapefruit, which perfectly complements the IPA's citrusy hop character",Fathom IPA features a touch of malt on the surface with an ocean of zesty orange and piney hops below,"Manta Ray Double IPA features fresh, citrusy tangerine, melon and pine aromas with a smooth finish",,,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,California,United States,15.38,9.38,10.5,Inches,33.0,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Please Explore Responsibly.,"Ballast Point Brewing Co,. San Diego, CA.",,http://images.salsify.com/image/upload/s--bYSFhnn_--/kmjrj7nhpcda8rvvnw2o.png,http://images.salsify.com/image/upload/s--RrNEAyVF--/vjrpggcijwp22lqcw3ca.png,,,,,,,,,,,,,,,,,,,,
00858674005827,00858674005827,858674005827,85867400582,2014-01-01T12:00:00Z,80074420,Beer,Funky Buddha Hop Gun,,"Funky Buddha Hop Gun IPA Craft Beer, 12 pk 12 fl oz Cans, 7.0% ABV",,,12,oz,12,Pack,Cans,Funky Buddha Hop Gun IPA Craft Beer bursts with flavors of grapefruit and pineapple balanced by exactingly brewed caramel malts with cascade and centennial hops.,"Funky Buddha Hop Gun IPA Craft Beer is a big, bold India pale ale bursting with pineapple and grapefruit flavor. Brewed with payloads of American cascade and centennial hops, this Funky Buddha beer features a dose of smooth caramel malts for a balanced finish. Made with culinary-inspired natural ingredients using time-honored techniques, this moderately bitter IPA beer goes great with Thai red curry, chipotle wings, hoisin-glazed roast duck, fresh-baked cherry pie and washed rind cheeses. Whether it's the quality of our ingredients, the caliber of our beer, or just watching a breathtaking Florida sunset, Funky Buddha is all about creating enlightening experiences through craft beers. Inner peace starts with great beer. Please drink responsibly. Hop Gun India Pale Ale.  Funky Buddha Brewery, Oakland Park, FL",12 pack of 12 fl oz cans of Funky Buddha Hop Gun IPA Craft Beer,"East coast-style IPA beer, crafted in Florida",,Flavored beer made with culinary-inspired ingredients and time-honored techniques,India pale ale bursting with grapefruit and pineapple flavor,Moderately bitter American beer (60/100 IBUs) with a balanced finish,Florida beer 12 pack brewed exactingly with smooth caramel malt and American hops,,"Pair this canned beer with cheese, chicken wings, duck, spicy lamb chops or cherry pie",Contains 7.0% alcohol by volume,,Funky Buddha - Inner peace starts with great beer,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Florida,United States,15.38,10.5,9.38,Inches,33.0,Pounds,Chilled: 33 to 38 degrees,Shelf Life,120,Please drink responsibly.,"Hop Gun India Pale Ale.  Funky Buddha Brewery, Oakland Park, FL",,http://images.salsify.com/image/upload/s--4iKpD5Gh--/pzbubgtxmgd7ip2shmax.png,http://images.salsify.com/image/upload/s--MH5EbGjv--/fnx8zqxnvmodrxg1ycoq.png,,,,,http://images.salsify.com/image/upload/s--lcSgkNca--/lpffnmh9psd5l9rinpsu.png,,,,,,190,12,g,0,g,2,g,20,mg,
00080660956800,00080660956800,080660956800,08066095680,2016-01-03T12:00:00Z,149473,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 18 pk 12 fl oz Bottles, 4.6% ABV",,,12,oz,18,Pack,Bottles,"Corona Extra Mexican Beer is a crisp, clean and well balanced cerveza with fruity-honey aromas and a touch of malt, making it a great tailgating beer, beach drink or barbecue refreshment.","Corona Extra Mexican Beer is an even-keeled import beer with fruity-honey aromas and a touch of malt. Brewed in Mexico since 1925, this bottled beer offers a flavor that's smooth, refreshing and balanced between heavier European imports and lighter domestic beers. Crisp, clean and well balanced between hops and malt, this cerveza has a superior taste profile from superior ingredients – the finest-quality blend of filtered water, malted barley, hops, corn and yeast. Corona Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day or tailgate. This easy-drinking lager beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat and 149 calories per 12 ounce serving. Find Your Beach. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",18 pack of 12 fl oz bottles of Corona Extra Mexican Beer,"Brewed since 1925, this Mexican lager style beer offers a smooth, well balanced taste",,"Crafted with a blend of filtered water, malted barley, hops, corn and yeast","An even-keeled imported beer with a crisp, clean and refreshing flavor",,,"Enjoy a Corona beer with lime at barbecues, game days and afternoons at the beach",,Contains 149 calories and 4.6% alcohol by volume,,Corona - Find Your Beach,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,15.0,7.6,9.68,Inches,23.96,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--WAHA5Hza--/bo7eu3ad3risdflrg8dq.png,http://images.salsify.com/image/upload/s--9i8OmyWs--/dyw9ajcd6x2orz7jeuez.png,,http://images.salsify.com/image/upload/s--cjiAm56D--/dr50epnltep1mygdcrhb.png,,,,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00672438002521,00672438002514,672438002514,67243800251,2015-01-01T12:00:00Z,80058462,Beer,Ballast Point Victory At Sea,,"Ballast Point Victory At Sea Imperial Porter Craft Beer, 6 pk 12 fl oz Bottles, 10.0% ABV",,,12,oz,6,Pack,Bottles,"Ballast Point Victory at Sea Imperial Porter is a bold, smooth brew with just the right amount of sweetness, infused with vanilla and San Diego’s own Caffe Calabria coffee beans. Best served chilled.","What started as a small group of home brewers, who simply wanted to make a better beer, evolved into the adventurers known today as Ballast Point. Ballast Point Victory at Sea is a big imperial porter crafted to weather any storm. Ballast Point Victory at Sea Imperial Porter is a bold, smooth brew with just the right amount of sweetness, infused with vanilla and San Diego’s own Caffe Calabria coffee beans. 60/100 IBUs (International Bitterness Units), 10.0% alcohol by volume. Craft beer brewed in San Diego, California since 1996. Best served chilled.",,"A bold, smooth brew with just the right amount of sweetness",,,,"60/100 IBUs (International Bitterness Units), 10.0% ABV",,"Craft beer brewed in San Diego, California since 1996",Best served chilled,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,California,United States,7.41,4.93,9.09,Inches,8.25,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Please Explore Responsibly.,"Ballast Point Brewing Co,. San Diego, CA.",,http://images.salsify.com/image/upload/s--EIWsDeKA--/mxzvslhoo1euxyyshfg1.png,http://images.salsify.com/image/upload/s--YhuGIblV--/tz4y7lsdnmanjev20xsk.png,,http://images.salsify.com/image/upload/s--V-NSlGdS--/hvrh3wsx7xj0ofpp8pfi.png,,,,,,,,,120,10,g,0,g,,,20,mg,
00080660957111,00080660957111,080660957111,08066095711,2016-01-01T12:00:00Z,150351,Beer,Modelo Especial,,"Modelo Especial Mexican Lager Beer, 18 pk 12 fl oz Cans, 4.4% ABV",,,12,oz,18,Pack,Cans,Modelo Especial Mexican Beer is a full-flavored pilsner beer with a crisp taste. An orange blossom honey aroma and light hop character make this imported beer perfect for tailgating.,"Modelo Especial Mexican Beer is a model of what good beer should be. This full-flavored pilsner beer has a crisp taste with an orange blossom honey aroma and a hint of herb. A light hop character, tantalizing sweetness and clean finish make this Mexican lager style beer perfect for enjoying at your next barbecue or sharing with friends while watching the game. Pair this 145 calorie, easy-drinking beer with Mexican dishes, pasta or pizza for a perfect match. Made with barley malt and unmalted cereals and hops for a balanced flavor, this cerveza is brewed with the fighting spirit. Drink responsibly. Modelo Especial Beer. Imported by Crown Imports, Chicago, IL",18 pack 12 fl oz cans of Modelo Especial Mexican Beer,"Made in Mexico, this pilsner style lager beer is perfectly balanced with light hops and taste",,,Mexican lager style beer characterized by an orange blossom honey aroma with a hint of herb,,,Enjoy this cerveza at a barbecue or as a tailgating beer while watching the game with friends,"Modelo Especial beer pairs well with Mexican dishes, pasta or pizza",Contains 145 calories and 4.4% alcohol by volume,,Modelo Especial - Brewing with the fighting spirit to bring you great taste,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,15.69,4.95,7.9,Inches,15.45,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Modelo Especial® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--CP-PIUaz--/oswgmapvxu2hnra8r829.png,http://images.salsify.com/image/upload/s--7F0ndqDT--/t6sv3b2ztkyd5ewctz6l.png,,,,,http://images.salsify.com/image/upload/s--G2Temz9i--/ztgjgmiwhfufyoywkl66.png,,,,12,fl oz,144,13.7,g,0,g,1.1,g,20,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00080660957784,00080660957777,080660957777,08066095777,2016-01-04T12:00:00Z,80012355,Beer,Modelo Especial,,"Modelo Especial Mexican Lager Beer, 24 fl oz Bottle, 4.4% ABV",,,24,oz,1,,Bottle,Modelo Especial Mexican Beer is a full-flavored pilsner beer with a crisp taste. An orange blossom honey aroma and light hop character make this imported beer perfect for tailgating.,"Modelo Especial Mexican Beer is a model of what good beer should be. This full-flavored pilsner beer has a crisp taste with an orange blossom honey aroma and a hint of herb. A light hop character, tantalizing sweetness and clean finish make this Mexican lager style beer perfect for enjoying at your next barbecue or sharing with friends while watching the game. Pair this 145 calorie, easy-drinking beer with Mexican dishes, pasta or pizza for a perfect match. Made with barley malt and unmalted cereals and hops for a balanced flavor, this cerveza is brewed with the fighting spirit. Drink responsibly. Modelo Especial Beer. Imported by Crown Imports, Chicago, IL",Single 24 fl oz bottle of Modelo Especial Mexican Beer,"Made in Mexico, this pilsner style lager beer is perfectly balanced with light hops and taste",,,Mexican lager style beer characterized by an orange blossom honey aroma with a hint of herb,,,Enjoy this cerveza at a barbecue or as a tailgating beer while watching the game with friends,"Modelo Especial beer pairs well with Mexican dishes, pasta or pizza",Contains 145 calories and 4.4% alcohol by volume,,Modelo Especial - Brewing with the fighting spirit to bring you great taste,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,3.12,3.12,11.09,Inches,2.69,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Modelo Especial® Beer. Imported by Crown Imports, Chicago, IL",,,,,http://images.salsify.com/image/upload/s--6rVa7Tzq--/syqliwj5ssxy6vncedr5.png,,,,,,,12,fl oz,144,13.7,g,0,g,1.1,g,20,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00080660957760,00080660957760,080660957760,08066095776,2016-01-20T12:00:00Z,80012750,Beer,Modelo Especial,,"Modelo Especial Mexican Lager Beer, 24 pk 12 fl oz Bottles, 4.4% ABV",,,12,oz,24,Pack,Bottles,Modelo Especial Mexican Beer is a full-flavored pilsner beer with a crisp taste. An orange blossom honey aroma and light hop character make this imported beer perfect for tailgating.,"Modelo Especial Mexican Beer is a model of what good beer should be. This full-flavored pilsner beer has a crisp taste with an orange blossom honey aroma and a hint of herb. A light hop character, tantalizing sweetness and clean finish make this Mexican lager style beer perfect for enjoying at your next barbecue or sharing with friends while watching the game. Pair this 145 calorie, easy-drinking beer with Mexican dishes, pasta or pizza for a perfect match. Made with barley malt and unmalted cereals and hops for a balanced flavor, this cerveza is brewed with the fighting spirit. Drink responsibly. Modelo Especial Beer. Imported by Crown Imports, Chicago, IL",24 pack of 12 fl oz bottles of Modelo Especial Mexican Beer,"Made in Mexico, this pilsner style lager beer is perfectly balanced with light hops and taste",,,Mexican lager style beer characterized by an orange blossom honey aroma with a hint of herb,,,Enjoy this cerveza at a barbecue or as a tailgating beer while watching the game with friends,"Modelo Especial beer pairs well with Mexican dishes, pasta or pizza",Contains 145 calories and 4.4% alcohol by volume,,Modelo Especial - Brewing with the fighting spirit to bring you great taste,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,18.4,12.6,7.75,Inches,30.64,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Modelo Especial® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--ubARSWe6--/go7dij4ytjjhjchbwd7f.png,http://images.salsify.com/image/upload/s--6-eNjjYm--/lbiu9j9yewbifgyybved.png,,http://images.salsify.com/image/upload/s--2mtMS9AY--/nm5uypggswrbn6i5gvuj.png,,,,,,,12,fl oz,144,13.7,g,0,g,1.1,g,20,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
